subset_id,elevation_mask_integer,azimuth_mask_integer,I_e_global,I_a_global,sequential_channel_ids,B_e,B_a,B_out,MAC_el,MAC_az,MAC_total,output_channel_count,output_bytes_complex_double,weight_memory_bytes,estimated_data_movement_bytes,incremental_cost_over_conventional,eta_design,eta_validation,eta_holdout,eta_parent_relative,worst_design_scenario_id,worst_validation_scenario_id,worst_holdout_scenario_id,minimum_whitening_rank,minimum_manifold_rank,minimum_fim_rank,data_processing_violation_count,runtime,offline_subset_design_runtime,status,covariance_decomposition_count,whitener_eigendecomposition_count,fim_evaluation_count,generalized_eigenvalue_evaluation_count,measured_online_dbf_runtime
RECT_E10_A05,10,5,2;4,1;3,2;4;12;14,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.00036826991779875,0.089541017776491,0.00087397877627622,0.000384879738096837,D0272,V0270,H0041,4,2,4,0,0.2464638,0.2464638,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E10_A06,10,6,2;4,2;3,7;9;12;14,2,2,4,4160,260,4420,4,64,133120,33344,2275,8.4499869132729e-05,0.149807522822171,7.20963720878043e-05,8.44999387807674e-05,D0189,V0266,H0085,4,2,4,0,0.2372088,0.2372088,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E10_A07,10,7,2;4,1;2;3,2;4;7;9;12;14,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00409010876522693,0.501015701254047,0.00628489328872479,0.00445546022966623,D0446,V0176,H0085,6,2,4,0,0.2401191,0.2401191,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E10_A08,10,8,2;4,4,17;19,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2457991,0.2457991,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E10_A09,10,9,2;4,1;4,2;4;17;19,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000122279296690147,0.0974124128571826,9.21268477605975e-05,0.000122279397357756,D0189,V0266,H0085,4,2,4,0,0.2493457,0.2493457,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E10_A10,10,10,2;4,2;4,7;9;17;19,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.6349583250527e-05,0.188345875538167,0.000566427228491846,1.63495833483104e-05,D0061,V0014,H0085,4,2,4,0,0.2357004,0.2357004,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E10_A11,10,11,2;4,1;2;4,2;4;7;9;17;19,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00460984559979215,0.471415516777761,0.0064654250089037,0.00502144008615191,D0446,V0176,H0085,6,2,4,0,0.2453771,0.2453771,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E10_A12,10,12,2;4,3;4,12;14;17;19,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000148494227635641,0.148627716963136,0.000575502412650685,0.000148494256955904,D0445,V0014,H0041,4,2,4,0,0.2807224,0.2807224,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E10_A13,10,13,2;4,1;3;4,2;4;12;14;17;19,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00517115014968739,0.463810326478589,0.00654523113339993,0.00563283538106989,D0446,V0176,H0085,6,2,4,0,0.2634695,0.2634695,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E10_A14,10,14,2;4,2;3;4,7;9;12;14;17;19,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00588868833856523,0.481620555512148,0.00655526514685954,0.00641445622704996,D0190,V0176,H0085,6,2,4,0,0.2389462,0.2389462,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E10_A15,10,15,2;4,1;2;3;4,2;4;7;9;12;14;17;19,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00623258446437611,0.553943017933051,0.00656832991342668,0.00678899408230021,D0190,V0176,H0085,8,2,4,0,0.2537148,0.2537148,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E10_A16,10,16,2;4,5,22;24,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2489854,0.2489854,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E10_A17,10,17,2;4,1;5,2;4;22;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.69308142192163e-05,0.0978614834731874,0.00027363862132907,1.75075524029454e-05,D0062,V0014,H0041,4,2,4,0,0.2351304,0.2351304,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E10_A18,10,18,2;4,2;5,7;9;22;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000183091961212468,0.0964051888478091,0.000313883383749331,0.00019195260070383,D0574,V0014,H0041,4,2,4,0,0.2472616,0.2472616,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E10_A19,10,19,2;4,1;2;5,2;4;7;9;22;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00511798260014759,0.432670973979432,0.0062728423264784,0.00557492053509221,D0446,V0176,H0085,6,2,4,0,0.2422881,0.2422881,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E10_A20,10,20,2;4,3;5,12;14;22;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000370403177091706,0.0890048719869734,0.00047776523066286,0.000411462148054898,D0536,V0014,H0041,4,2,4,0,0.2689536,0.2689536,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E10_A21,10,21,2;4,1;3;5,2;4;12;14;22;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00553391642572549,0.439588257014722,0.00617600420310473,0.00602809487176129,D0190,V0176,H0085,6,2,4,0,0.2996186,0.2996186,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E10_A22,10,22,2;4,2;3;5,7;9;12;14;22;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00515332268362711,0.464780826145474,0.00596704333490663,0.00561351874249949,D0190,V0212,H0085,6,2,4,0,0.3108145,0.3108145,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E10_A23,10,23,2;4,1;2;3;5,2;4;7;9;12;14;22;24,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00631562130950638,0.556019741065967,0.00633914330901982,0.00687941324711527,D0190,V0176,H0085,8,2,4,0,0.3179264,0.3179264,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E10_A24,10,24,2;4,4;5,17;19;22;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000549448820185985,0.0787073823344774,0.000704137622959929,0.000647876850120316,D0536,V0018,H0041,4,2,4,0,0.3117112,0.3117112,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E10_A25,10,25,2;4,1;4;5,2;4;17;19;22;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.0051019980118475,0.433269963506226,0.0058602998338449,0.00555761255892461,D0190,V0212,H0085,6,2,4,0,0.2530228,0.2530228,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E10_A26,10,26,2;4,2;4;5,7;9;17;19;22;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00458794666687045,0.472601556718991,0.00545858432085133,0.00499764156563728,D0190,V0212,H0085,6,2,4,0,0.2618496,0.2618496,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E10_A27,10,27,2;4,1;2;4;5,2;4;7;9;17;19;22;24,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00630921506606936,0.557514151459255,0.00655617023066284,0.00686478646465931,D0062,V0176,H0085,8,2,4,0,0.2767294,0.2767294,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E10_A28,10,28,2;4,3;4;5,12;14;17;19;22;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00405863691296274,0.502726871566601,0.00489156036599577,0.00442108215766345,D0190,V0212,H0085,6,2,4,0,0.2458559,0.2458559,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E10_A29,10,29,2;4,1;3;4;5,2;4;12;14;17;19;22;24,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00639721230080304,0.557102827705951,0.00708014997136792,0.00696839413598355,D0446,V0176,H0085,8,2,4,0,0.2420112,0.2420112,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E10_A30,10,30,2;4,2;3;4;5,7;9;12;14;17;19;22;24,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00631080931803951,0.556540605371523,0.00801133233342709,0.00687422686705861,D0446,V0176,H0085,8,2,4,0,0.2497629,0.2497629,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E10_A31,10,31,2;4,1;2;3;4;5,2;4;7;9;12;14;17;19;22;24,2,5,10,4160,650,4810,10,160,332800,33440,2665,0.0141233874525545,0.567150177273343,0.0150955616114752,0.0153822643563963,D0190,V0176,H0085,10,2,4,0,0.2546318,0.2546318,FIM_SCENARIO_VALID,2,2,1184,2368,3.946484375e-06
RECT_E11_A01,11,1,1;2;4,1,1;2;4,3,1,3,6240,195,6435,3,48,99840,33328,4290,1.70340240075605e-11,1.98104005890495e-10,1.80202349552018e-10,2.00838387745062e-11,D0534,V0150,H0002,3,2,4,0,0.2537721,0.2537721,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E11_A02,11,2,1;2;4,2,6;7;9,3,1,3,6240,195,6435,3,48,99840,33328,4290,0,1.24707098505433e-08,0,0,D0520,V0036,H0081,3,2,4,0,0.2443298,0.2443298,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E11_A03,11,3,1;2;4,1;2,1;2;4;6;7;9,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.00076278698923578,0.085685374469047,0.00161997379831086,0.000899337333132907,D0152,V0270,H0041,6,2,4,0,0.254151,0.254151,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E11_A04,11,4,1;2;4,3,11;12;14,3,1,3,6240,195,6435,3,48,99840,33328,4290,1.13352204854034e-10,1.23873371804724e-11,1.65970477972641e-10,1.21378682383045e-10,D0070,V0102,H0215,3,2,4,0,0.2399171,0.2399171,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E11_A05,11,5,1;2;4,1;3,1;2;4;11;12;14,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000523600412509309,0.0955248075240639,0.00138370596251983,0.00061846236970003,D0144,V0270,H0041,6,2,4,0,0.2442175,0.2442175,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E11_A06,11,6,1;2;4,2;3,6;7;9;11;12;14,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000613865724287217,0.156850906282571,0.0013855554530428,0.000727189500669956,D0136,V0270,H0041,6,2,4,0,0.2353072,0.2353072,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E11_A07,11,7,1;2;4,1;2;3,1;2;4;6;7;9;11;12;14,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.244504717806203,0.57997511468132,0.28998315826301,0.29681720701455,D0414,V0234,H0230,9,2,4,0,0.2446235,0.2446235,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E11_A08,11,8,1;2;4,4,16;17;19,3,1,3,6240,195,6435,3,48,99840,33328,4290,8.18021113352609e-09,2.79255572168217e-09,2.95986391399548e-10,8.82838415176223e-09,D0640,V0270,H0173,3,2,4,0,0.2733238,0.2733238,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E11_A09,11,9,1;2;4,1;4,1;2;4;16;17;19,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000320970988050987,0.102218468546488,0.00101321787836379,0.000380061327442952,D0136,V0270,H0041,6,2,4,0,0.246187,0.246187,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E11_A10,11,10,1;2;4,2;4,6;7;9;16;17;19,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000600242621776389,0.195190897542325,0.00112535298982722,0.000713391569979172,D0152,V0014,H0041,6,2,4,0,0.2465127,0.2465127,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E11_A11,11,11,1;2;4,1;2;4,1;2;4;6;7;9;16;17;19,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.282069227589783,0.570179509413018,0.324685443956535,0.342456410726433,D0414,V0234,H0230,9,2,4,0,0.2492233,0.2492233,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E11_A12,11,12,1;2;4,3;4,11;12;14;16;17;19,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000615750222353223,0.155478020290184,0.00137329094181428,0.00072928325825787,D0400,V0014,H0041,6,2,4,0,0.2540119,0.2540119,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E11_A13,11,13,1;2;4,1;3;4,1;2;4;11;12;14;16;17;19,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.319096353750933,0.56974379295091,0.357840073456953,0.387425652030404,D0414,V0234,H0230,9,2,4,0,0.2477258,0.2477258,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E11_A14,11,14,1;2;4,2;3;4,6;7;9;11;12;14;16;17;19,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.370882021315004,0.594412502073154,0.389284870481539,0.450093756177409,D0414,V0234,H0041,9,2,4,0,0.2435363,0.2435363,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E11_A15,11,15,1;2;4,1;2;3;4,1;2;4;6;7;9;11;12;14;16;17;19,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.418782675150105,0.664275906220869,0.421336224325266,0.490066402015722,D0152,V0054,H0041,12,2,4,0,0.2697924,0.2697924,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E11_A16,11,16,1;2;4,5,21;22;24,3,1,3,6240,195,6435,3,48,99840,33328,4290,4.59484256591607e-12,4.05276772055025e-10,4.74066074117011e-10,5.41784083517258e-12,D0150,V0060,H0138,3,2,4,0,0.2513257,0.2513257,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E11_A17,11,17,1;2;4,1;5,1;2;4;21;22;24,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000137178499317826,0.101165636702806,0.000478486281385173,0.000159059132742246,D0016,V0014,H0041,6,2,4,0,0.2583063,0.2583063,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E11_A18,11,18,1;2;4,2;5,6;7;9;21;22;24,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000323168037007535,0.101110002272829,0.000901059208884984,0.000382555726679874,D0400,V0014,H0041,6,2,4,0,0.2377949,0.2377949,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E11_A19,11,19,1;2;4,1;2;5,1;2;4;6;7;9;21;22;24,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.317736564758332,0.542753332254969,0.35452850634731,0.385768371198728,D0414,V0234,H0230,9,2,4,0,0.2453006,0.2453006,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E11_A20,11,20,1;2;4,3;5,11;12;14;21;22;24,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000525514383291047,0.0947668453400334,0.00148393096173805,0.000620779969564361,D0408,V0014,H0041,6,2,4,0,0.2456573,0.2456573,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E11_A21,11,21,1;2;4,1;3;5,1;2;4;11;12;14;21;22;24,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.348723559208402,0.548982315325849,0.366165964307702,0.423244735495727,D0414,V0234,H0041,9,2,4,0,0.2462471,0.2462471,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E11_A22,11,22,1;2;4,2;3;5,6;7;9;11;12;14;21;22;24,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.319146073576364,0.570299619896831,0.33990185347708,0.387670791284407,D0158,V0054,H0041,9,2,4,0,0.2410874,0.2410874,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E11_A23,11,23,1;2;4,1;2;3;5,1;2;4;6;7;9;11;12;14;21;22;24,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.406471303732251,0.658757905285351,0.419375551289327,0.472527524225779,D0030,V0198,H0165,12,2,4,0,0.2500381,0.2500381,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E11_A24,11,24,1;2;4,4;5,16;17;19;21;22;24,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000770668438874461,0.0851111206671397,0.00209206946803805,0.000907467601454718,D0408,V0018,H0041,6,2,4,0,0.3149971,0.3149971,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E11_A25,11,25,1;2;4,1;4;5,1;2;4;16;17;19;21;22;24,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.317784312117154,0.543310214525969,0.337450197414556,0.386009578401376,D0158,V0054,H0041,9,2,4,0,0.249377,0.249377,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E11_A26,11,26,1;2;4,2;4;5,6;7;9;16;17;19;21;22;24,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.282124038901857,0.570590019206388,0.304414328257356,0.342687417325958,D0158,V0054,H0041,9,2,4,0,0.2822248,0.2822248,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E11_A27,11,27,1;2;4,1;2;4;5,1;2;4;6;7;9;16;17;19;21;22;24,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.400807885829531,0.655754684239044,0.416924188351918,0.464637592238184,D0008,V0198,H0144,12,2,4,0,0.2785027,0.2785027,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E11_A28,11,28,1;2;4,3;4;5,11;12;14;16;17;19;21;22;24,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.244556672860531,0.5798956860731,0.267755806717087,0.297023370859129,D0158,V0054,H0041,9,2,4,0,0.266696,0.266696,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E11_A29,11,29,1;2;4,1;3;4;5,1;2;4;11;12;14;16;17;19;21;22;24,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.406699485340518,0.658529680449505,0.408761161970964,0.472708548195242,D0030,V0198,H0144,12,2,4,0,0.271891,0.271891,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E11_A30,11,30,1;2;4,2;3;4;5,6;7;9;11;12;14;16;17;19;21;22;24,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.419090125514521,0.664175272283667,0.421414296253203,0.490304770085115,D0408,V0270,H0144,12,2,4,0,0.2578317,0.2578317,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E11_A31,11,31,1;2;4,1;2;3;4;5,1;2;4;6;7;9;11;12;14;16;17;19;21;22;24,3,5,15,6240,975,7215,15,240,499200,33520,5070,0.732072077319988,0.841464399821202,0.737676253782364,0.800348420241723,D0318,V0176,H0121,15,2,4,0,0.2640564,0.2640564,FIM_SCENARIO_VALID,2,2,1184,2368,6.0689453125e-06
RECT_E12_A01,12,1,3;4,1,3;4,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2533825,0.2533825,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E12_A02,12,2,3;4,2,8;9,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2433825,0.2433825,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E12_A03,12,3,3;4,1;2,3;4;8;9,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000570070541008928,0.0804010810550296,0.000866407647842743,0.000672053767782881,D0152,V0270,H0041,4,2,4,0,0.2427988,0.2427988,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E12_A04,12,4,3;4,3,13;14,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2524703,0.2524703,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E12_A05,12,5,3;4,1;3,3;4;13;14,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000367096287197603,0.0913164902948402,0.000897024604479576,0.000367096589676417,D0189,V0270,H0041,4,2,4,0,0.2628981,0.2628981,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E12_A06,12,6,3;4,2;3,8;9;13;14,2,2,4,4160,260,4420,4,64,133120,33344,2275,8.01575866919194e-05,0.152659195066316,7.23704464177801e-05,8.01576528112352e-05,D0189,V0266,H0085,4,2,4,0,0.271777,0.271777,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E12_A07,12,7,3;4,1;2;3,3;4;8;9;13;14,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00394210070103522,0.526974607951047,0.00619576621079398,0.00429349083821431,D0446,V0032,H0085,6,2,4,0,0.2509244,0.2509244,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E12_A08,12,8,3;4,4,18;19,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2439138,0.2439138,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E12_A09,12,9,3;4,1;4,3;4;18;19,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000115910678167316,0.0994335372958134,9.2231802399736e-05,0.00011591077377515,D0189,V0266,H0085,4,2,4,0,0.2561556,0.2561556,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E12_A10,12,10,3;4,2;4,8;9;18;19,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.60996246673632e-05,0.192162443621788,0.000561199895240557,1.60996252046639e-05,D0061,V0014,H0085,4,2,4,0,0.242247,0.242247,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E12_A11,12,11,3;4,1;2;4,3;4;8;9;18;19,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00444152249760751,0.501014427705107,0.00637401644685506,0.00483736214045925,D0446,V0176,H0085,6,2,4,0,0.2439315,0.2439315,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E12_A12,12,12,3;4,3;4,13;14;18;19,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000144462967865089,0.15153358434243,0.00061151597454331,0.000144463067005726,D0445,V0014,H0041,4,2,4,0,0.2435183,0.2435183,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E12_A13,12,13,3;4,1;3;4,3;4;13;14;18;19,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00498209054687407,0.491832503954634,0.00645306957292279,0.00542610730679805,D0446,V0176,H0085,6,2,4,0,0.2542136,0.2542136,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E12_A14,12,14,3;4,2;3;4,8;9;13;14;18;19,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00567710609400446,0.509362549824266,0.00646391619005523,0.00618297334983157,D0190,V0176,H0085,6,2,4,0,0.2408483,0.2408483,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E12_A15,12,15,3;4,1;2;3;4,3;4;8;9;13;14;18;19,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00600720174883515,0.586907962380189,0.00647633515246282,0.00654245515200978,D0190,V0176,H0085,8,2,4,0,0.2576458,0.2576458,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E12_A16,12,16,3;4,5,23;24,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2676315,0.2676315,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E12_A17,12,17,3;4,1;5,3;4;23;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.72510556192073e-05,0.100038322272329,0.00028286800901989,1.7251056119211e-05,D0061,V0014,H0041,4,2,4,0,0.2564958,0.2564958,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E12_A18,12,18,3;4,2;5,8;9;23;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000186461102007181,0.0984808943588997,0.000333970022653865,0.00018646125085947,D0445,V0014,H0041,4,2,4,0,0.2411612,0.2411612,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E12_A19,12,19,3;4,1;2;5,3;4;8;9;23;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00493126077211722,0.459085874498581,0.00618554959225455,0.0053707475252993,D0446,V0176,H0085,6,2,4,0,0.2560954,0.2560954,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E12_A20,12,20,3;4,3;5,13;14;23;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000386008162578961,0.090727724289601,0.000515763785836682,0.00038600847832399,D0445,V0014,H0041,4,2,4,0,0.2563451,0.2563451,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E12_A21,12,21,3;4,1;3;5,3;4;13;14;23;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00533623395837774,0.464772553720756,0.00609074344272894,0.00581177341134595,D0190,V0176,H0085,6,2,4,0,0.2610716,0.2610716,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E12_A22,12,22,3;4,2;3;5,8;9;13;14;23;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00497022516214809,0.492570960207682,0.0058861513646417,0.00541314527363222,D0190,V0212,H0085,6,2,4,0,0.2500208,0.2500208,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E12_A23,12,23,3;4,1;2;3;5,3;4;8;9;13;14;23;24,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00608740949224413,0.589066071197519,0.00624985756915696,0.0066297942762033,D0190,V0176,H0085,8,2,4,0,0.2527312,0.2527312,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E12_A24,12,24,3;4,4;5,18;19;23;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000575564321559687,0.0801228064867449,0.000764132403068135,0.000678642285852477,D0408,V0014,H0041,4,2,4,0,0.254874,0.254874,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E12_A25,12,25,3;4,1;4;5,3;4;18;19;23;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.0049204208034846,0.459441604096414,0.00578027805407586,0.00535890341196163,D0190,V0212,H0085,6,2,4,0,0.2498563,0.2498563,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E12_A26,12,26,3;4,2;4;5,8;9;18;19;23;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00442559552759641,0.501990695413326,0.00538584974209512,0.00481997228823659,D0190,V0212,H0085,6,2,4,0,0.2664513,0.2664513,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
