diagnostic_row_index,evaluation_row_index,diagnostic_trial_id,common_trial_id,global_trial_index,trial_type,stratum_index,stratum_id,pairing_key,trial_index_within_stratum,profile_id,sentinel_flag,measurement_config_id,noise_profile_id,L,parameter_seed,element_noise_seed,separation_auxiliary_seed,center_az_deg,center_el_deg,snr_db,secondary_power_db,correlation_magnitude,correlation_phase_rad,true_separation_deg,direction_deg,element_trial_hash,threshold_calibration_hash,threshold_artifact_hash,q_global,lambda_12,state,diagnostic_state,false_split_flag,false_resolved_flag,K2_UNRESOLVED_flag,SEARCH_NOT_CONVERGED_flag,NUMERIC_RANK_DEFICIENT_flag,decision_available_flag,lrt_split_detected_flag,separation_evaluated_flag,fit1_validity_status,fit2_validity_status,separation_status,valid_k1_fit_flag,valid_k2_fit_flag,truth_target1_az_deg,truth_target1_el_deg,truth_target2_az_deg,truth_target2_el_deg,k1_estimate_az_deg,k1_estimate_el_deg,k2_selected_start_id,initial_target1_az_deg,initial_target1_el_deg,initial_target2_az_deg,initial_target2_el_deg,final_target1_az_deg,final_target1_el_deg,final_target2_az_deg,final_target2_el_deg,azimuth_rmse_deg,elevation_rmse_deg,joint_2d_rmse_deg,initial_joint_2d_rmse_deg,joint_refinement_improved_flag,true_separation_az_deg,true_separation_el_deg,estimated_separation_az_deg,estimated_separation_el_deg,separation_vector_error_deg,score_call_count,svd_call_count,truth_used_in_fit_flag,truth_used_in_classifier_flag,row_runtime_sec
51,51,CD_K1_L4_N1_T06,CD_K1_L4_N1_T06,26,K1,3,K1V_L4_N1,CD_K1_L4_N1_T06,6,0,0,PRIMARY_RECT_E14_A31,WHITE,4,2426074705,2426074805,2426074905,8.36838051972437,10.0033294881167,-6.67276709940134,NaN,NaN,NaN,NaN,NaN,f8315c6edcdea2ae5472d0bdd69fdf181244bad3748457bb05d2d734da4b4028,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,10.8284508725672,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.70826595
52,52,CD_K1_L4_N1_T06,CD_K1_L4_N1_T06,26,K1,3,K1V_L4_N1,CD_K1_L4_N1_T06,6,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,4,2426074705,2426074805,2426074905,8.36838051972437,10.0033294881167,-6.67276709940134,NaN,NaN,NaN,NaN,NaN,f8315c6edcdea2ae5472d0bdd69fdf181244bad3748457bb05d2d734da4b4028,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,8.92217813498229,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.70826595
53,53,CD_K1_L4_N1_T07,CD_K1_L4_N1_T07,27,K1,3,K1V_L4_N1,CD_K1_L4_N1_T07,7,0,0,PRIMARY_RECT_E14_A31,WHITE,4,2426074706,2426074806,2426074906,7.90140593121206,10.2989951947867,0.843009545266572,NaN,NaN,NaN,NaN,NaN,c64018d2d9c6d9e0cb475582040ba00a397404da3089fb89d50b97d902ad1205,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,99.9980376838302,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,219.53985795
54,54,CD_K1_L4_N1_T07,CD_K1_L4_N1_T07,27,K1,3,K1V_L4_N1,CD_K1_L4_N1_T07,7,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,4,2426074706,2426074806,2426074906,7.90140593121206,10.2989951947867,0.843009545266572,NaN,NaN,NaN,NaN,NaN,c64018d2d9c6d9e0cb475582040ba00a397404da3089fb89d50b97d902ad1205,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,110.354331195977,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,219.53985795
55,55,CD_K1_L4_N1_T08,CD_K1_L4_N1_T08,28,K1,3,K1V_L4_N1,CD_K1_L4_N1_T08,8,0,0,PRIMARY_RECT_E14_A31,WHITE,4,2426074707,2426074807,2426074907,8.29303729643273,10.1360441074492,-10.0578095457889,NaN,NaN,NaN,NaN,NaN,e66c4504deff16248d352b485ef8b07d8a2595557f8f1b9da7ef57b6c7269282,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,10.4035856774726,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.67041755
56,56,CD_K1_L4_N1_T08,CD_K1_L4_N1_T08,28,K1,3,K1V_L4_N1,CD_K1_L4_N1_T08,8,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,4,2426074707,2426074807,2426074907,8.29303729643273,10.1360441074492,-10.0578095457889,NaN,NaN,NaN,NaN,NaN,e66c4504deff16248d352b485ef8b07d8a2595557f8f1b9da7ef57b6c7269282,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,11.4807340256634,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.67041755
57,57,CD_K1_L4_N1_T09,CD_K1_L4_N1_T09,29,K1,3,K1V_L4_N1,CD_K1_L4_N1_T09,9,0,0,PRIMARY_RECT_E14_A31,WHITE,4,2426074708,2426074808,2426074908,7.90835836811486,10.2585254167083,8.74878436840279,NaN,NaN,NaN,NaN,NaN,9410841028756f9c629aba20127d48eed2e496c7c77d911b23810fbe37de7ba8,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,243.226703610106,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,234.8644917
58,58,CD_K1_L4_N1_T09,CD_K1_L4_N1_T09,29,K1,3,K1V_L4_N1,CD_K1_L4_N1_T09,9,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,4,2426074708,2426074808,2426074908,7.90835836811486,10.2585254167083,8.74878436840279,NaN,NaN,NaN,NaN,NaN,9410841028756f9c629aba20127d48eed2e496c7c77d911b23810fbe37de7ba8,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,337.107747878819,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,234.8644917
59,59,CD_K1_L4_N1_T10,CD_K1_L4_N1_T10,30,K1,3,K1V_L4_N1,CD_K1_L4_N1_T10,10,0,0,PRIMARY_RECT_E14_A31,WHITE,4,2426074709,2426074809,2426074909,7.72778224613583,9.75525155021007,-5.04025054106524,NaN,NaN,NaN,NaN,NaN,40f33b50a9f44d413538caa2a51495da1714e8fb8627599f490cfe5f28b9dfe3,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,39.1586139804095,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,242.83423595
60,60,CD_K1_L4_N1_T10,CD_K1_L4_N1_T10,30,K1,3,K1V_L4_N1,CD_K1_L4_N1_T10,10,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,4,2426074709,2426074809,2426074909,7.72778224613583,9.75525155021007,-5.04025054106524,NaN,NaN,NaN,NaN,NaN,40f33b50a9f44d413538caa2a51495da1714e8fb8627599f490cfe5f28b9dfe3,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,40.1144314539166,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,242.83423595
61,61,CD_K1_L4_N2_T01,CD_K1_L4_N2_T01,31,K1,4,K1V_L4_N2,CD_K1_L4_N2_T01,1,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,4,2426075700,2426075800,2426075900,8.10467633602756,9.97472225385376,4.44696591991391,NaN,NaN,NaN,NaN,NaN,69fccf904fc7c427bd691ce1cade403f066b1fcdef62422e1044ce4434987397,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,201.142548653032,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,223.03978465
62,62,CD_K1_L4_N2_T01,CD_K1_L4_N2_T01,31,K1,4,K1V_L4_N2,CD_K1_L4_N2_T01,1,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,4,2426075700,2426075800,2426075900,8.10467633602756,9.97472225385376,4.44696591991391,NaN,NaN,NaN,NaN,NaN,69fccf904fc7c427bd691ce1cade403f066b1fcdef62422e1044ce4434987397,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,264.648462779111,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,223.03978465
63,63,CD_K1_L4_N2_T02,CD_K1_L4_N2_T02,32,K1,4,K1V_L4_N2,CD_K1_L4_N2_T02,2,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,4,2426075701,2426075801,2426075901,7.53388747222496,10.1813782379803,-11.5977864755522,NaN,NaN,NaN,NaN,NaN,be6e8142719d456bd66b772d07d148bd828830b2e46f1af3f64bf57cd6b6d56f,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,9.44102532948058,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.664972
64,64,CD_K1_L4_N2_T02,CD_K1_L4_N2_T02,32,K1,4,K1V_L4_N2,CD_K1_L4_N2_T02,2,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,4,2426075701,2426075801,2426075901,7.53388747222496,10.1813782379803,-11.5977864755522,NaN,NaN,NaN,NaN,NaN,be6e8142719d456bd66b772d07d148bd828830b2e46f1af3f64bf57cd6b6d56f,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,9.90995014194428,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.664972
65,65,CD_K1_L4_N2_T03,CD_K1_L4_N2_T03,33,K1,4,K1V_L4_N2,CD_K1_L4_N2_T03,3,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,4,2426075702,2426075802,2426075902,7.71568191673845,9.89904817017552,8.45007881228992,NaN,NaN,NaN,NaN,NaN,995e73e047543de743716e8378134c9ee90f68c5129ffc9f8a3df2e8d19a58d4,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,330.27453126204,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,215.10627
66,66,CD_K1_L4_N2_T03,CD_K1_L4_N2_T03,33,K1,4,K1V_L4_N2,CD_K1_L4_N2_T03,3,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,4,2426075702,2426075802,2426075902,7.71568191673845,9.89904817017552,8.45007881228992,NaN,NaN,NaN,NaN,NaN,995e73e047543de743716e8378134c9ee90f68c5129ffc9f8a3df2e8d19a58d4,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,422.664479611145,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,215.10627
67,67,CD_K1_L4_N2_T04,CD_K1_L4_N2_T04,34,K1,4,K1V_L4_N2,CD_K1_L4_N2_T04,4,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,4,2426075703,2426075803,2426075903,7.74866920326911,9.85806524069478,-2.22245378526614,NaN,NaN,NaN,NaN,NaN,9c9c6f11f8036ab583a9f483b3bba18afe810dbb49ff11d0c3c86cb0ed38f06e,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,48.8370144032444,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,223.6459709
68,68,CD_K1_L4_N2_T04,CD_K1_L4_N2_T04,34,K1,4,K1V_L4_N2,CD_K1_L4_N2_T04,4,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,4,2426075703,2426075803,2426075903,7.74866920326911,9.85806524069478,-2.22245378526614,NaN,NaN,NaN,NaN,NaN,9c9c6f11f8036ab583a9f483b3bba18afe810dbb49ff11d0c3c86cb0ed38f06e,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,56.577237087971,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,223.6459709
69,69,CD_K1_L4_N2_T05,CD_K1_L4_N2_T05,35,K1,4,K1V_L4_N2,CD_K1_L4_N2_T05,5,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,4,2426075704,2426075804,2426075904,8.01845606253577,10.2116896770769,0.938578087675607,NaN,NaN,NaN,NaN,NaN,6c69a9add741df5c20d5077a393a2b40a95102c046eded56c5d60ebec3999d33,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,25.6980674964252,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.6273913
70,70,CD_K1_L4_N2_T05,CD_K1_L4_N2_T05,35,K1,4,K1V_L4_N2,CD_K1_L4_N2_T05,5,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,4,2426075704,2426075804,2426075904,8.01845606253577,10.2116896770769,0.938578087675607,NaN,NaN,NaN,NaN,NaN,6c69a9add741df5c20d5077a393a2b40a95102c046eded56c5d60ebec3999d33,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,18.1169344887233,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.6273913
71,71,CD_K1_L4_N2_T06,CD_K1_L4_N2_T06,36,K1,4,K1V_L4_N2,CD_K1_L4_N2_T06,6,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,4,2426075705,2426075805,2426075905,7.73714243240504,9.75388246608314,-0.103776838009006,NaN,NaN,NaN,NaN,NaN,4d2388f14cb1830e804b16fc8889f48860fefc2f1c78d142012033d3125ba04b,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,96.110794936127,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,216.22100065
72,72,CD_K1_L4_N2_T06,CD_K1_L4_N2_T06,36,K1,4,K1V_L4_N2,CD_K1_L4_N2_T06,6,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,4,2426075705,2426075805,2426075905,7.73714243240504,9.75388246608314,-0.103776838009006,NaN,NaN,NaN,NaN,NaN,4d2388f14cb1830e804b16fc8889f48860fefc2f1c78d142012033d3125ba04b,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,103.962296851684,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,216.22100065
73,73,CD_K1_L4_N2_T07,CD_K1_L4_N2_T07,37,K1,4,K1V_L4_N2,CD_K1_L4_N2_T07,7,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,4,2426075706,2426075806,2426075906,8.17228142105746,9.9065108125319,10.1763231750397,NaN,NaN,NaN,NaN,NaN,be3b3517a511ed489bbb2ba7702849a92a8ef44b64eae4d2d4db6ef68bf99830,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,235.807929455747,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,222.0887477
74,74,CD_K1_L4_N2_T07,CD_K1_L4_N2_T07,37,K1,4,K1V_L4_N2,CD_K1_L4_N2_T07,7,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,4,2426075706,2426075806,2426075906,8.17228142105746,9.9065108125319,10.1763231750397,NaN,NaN,NaN,NaN,NaN,be3b3517a511ed489bbb2ba7702849a92a8ef44b64eae4d2d4db6ef68bf99830,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,336.767231327197,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,222.0887477
75,75,CD_K1_L4_N2_T08,CD_K1_L4_N2_T08,38,K1,4,K1V_L4_N2,CD_K1_L4_N2_T08,8,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,4,2426075707,2426075807,2426075907,7.96553557389323,10.2058694913775,9.60568442072181,NaN,NaN,NaN,NaN,NaN,b39ef7710115791bafb4e784c693ed63cb22e81adcb503bedce7da37b90a7304,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,131.372170415967,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,233.0285927
76,76,CD_K1_L4_N2_T08,CD_K1_L4_N2_T08,38,K1,4,K1V_L4_N2,CD_K1_L4_N2_T08,8,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,4,2426075707,2426075807,2426075907,7.96553557389323,10.2058694913775,9.60568442072181,NaN,NaN,NaN,NaN,NaN,b39ef7710115791bafb4e784c693ed63cb22e81adcb503bedce7da37b90a7304,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,143.355984995327,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,233.0285927
