scenario,data_split,feature_tags,noise_sigma,L,aperture_column_count,trial_id,method,K,oracle_Q,oracle_Kq,condition_source,eta_condition_deg,upstream_group_support_status,conditional_estimate_status,joint_refinement_status,method_estimate_status,method_status_scope,statistical_calibration_status,domain_id,domain_source,domain_bounds,domain_hash,truth_in_domain_flag,truth_on_search_grid_flag,grid_step_az_deg,grid_step_el_deg,az_hat_deg,el_hat_deg,score,rss,normalized_score_gap_to_local_full,az_rmse,el_rmse,pair_rmse,unconditional_penalized_pair_error,success_flag,wrong_local_peak_flag,convergence_flag,rank_Gphi_min,group_recovery_relative_error,cross_group_noise_correlation_max,monotonicity_violation_count,num_score_eval_stage4,num_score_eval_conditional,num_score_eval_joint,num_score_eval_total,num_svd_total,num_eig_total,num_candidate_manifold_build,num_iterations,num_multi_start,runtime_total,precompute_time_sec,online_time_sec,max_primary_array_bytes,registered_model_certified_flag,phase_factor,pass_flag
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,110,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.5911285105,0.0749991891407262,1.79500966683784e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000613137754449976,0,0,3,21,0,24,57,3,21,0,1,0.0203358,0.0111835,0.0091523,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,110,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.5911285105,0.0749991891407262,1.79500966683784e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000613137754449976,0,0,0,0,74,74,156,1,80,4,2,0.0851829,0.0072754,0.0779075,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,110,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.5911285105,0.0749991891389072,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000613137754449976,0,0,0,0,210,210,231,1,21,0,1,0.0332666,0.0072754,0.0259912,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,110,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.4 8,10 10,10131.6512948491,2.01483285054019,0.000191426083488174,0.3,0,0.3,0.632455532033676,0,0,1,NaN,0.000613137754449976,0,0,0,0,0,0,0,0,0,0,1,0.0074072,0.0072754,0.0001318,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,111,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.6713016905,0.0723212018529011,5.38498639651675e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000676576866826524,0,0,3,21,19,43,97,4,41,1,1,0.0404119,0.0106153,0.0297966,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,111,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.6713016905,0.0723212018529011,5.38498639651675e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000676576866826524,0,0,3,21,0,24,57,3,21,0,1,0.0206377,0.0106153,0.0100224,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,111,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.6713016905,0.0723212018529011,5.38498639651675e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000676576866826524,0,0,0,0,74,74,156,1,80,4,2,0.0800746,0.0063921,0.0736825,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,111,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.6713016905,0.0723212018474442,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000676576866826524,0,0,0,0,210,210,231,1,21,0,1,0.0296212,0.0063921,0.0232291,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,111,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.4 8,10 10,10131.7450141296,1.99860876278399,0.000190087827361757,0.3,0,0.3,0.632455532033676,0,0,1,NaN,0.000676576866826524,0,0,0,0,0,0,0,0,0,0,1,0.0065209,0.0063921,0.0001288,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,112,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.4659046757,0.0728002586092771,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000636942648645623,0,0,3,21,19,43,97,4,41,1,1,0.0379061,0.0106465,0.0272596,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,112,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.4659046757,0.0728002586092771,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000636942648645623,0,0,3,21,0,24,57,3,21,0,1,0.0195966,0.0106465,0.0089501,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,112,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.4659046757,0.0728002586092771,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000636942648645623,0,0,0,0,74,74,156,1,80,4,2,0.0790931,0.0069236,0.0721695,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,112,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.4659046757,0.0728002586092771,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000636942648645623,0,0,0,0,210,210,231,1,21,0,1,0.0287966,0.0069236,0.021873,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,112,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.4 8,10 10,10131.5187660381,2.01993889617006,0.000192149325401328,0.3,0,0.3,0.632455532033676,0,0,1,NaN,0.000636942648645623,0,0,0,0,0,0,0,0,0,0,1,0.0070737,0.0069236,0.0001501,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,113,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.8031903193,0.0754174265894108,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000620871427471971,0,0,3,21,19,43,97,4,41,1,1,0.0361635,0.0098012,0.0263623,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,113,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.8031903193,0.0754174265894108,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000620871427471971,0,0,3,21,0,24,57,3,21,0,1,0.0178284,0.0098012,0.0080272,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,113,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.8031903193,0.0754174265894108,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000620871427471971,0,0,0,0,74,74,156,1,80,4,2,0.0834501,0.0062403,0.0772098,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,113,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.8031903193,0.0754174265894108,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000620871427471971,0,0,0,0,210,210,231,1,21,0,1,0.0296763,0.0062403,0.023436,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,113,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.4 8,10 10,10131.8591470108,2.01946073513864,0.000191837484115178,0.3,0,0.3,0.632455532033676,0,0,1,NaN,0.000620871427471971,0,0,0,0,0,0,0,0,0,0,1,0.0064142,0.0062403,0.0001739,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,114,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10134.4615599149,0.0714933239250968,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000652810694719538,0,0,3,21,19,43,97,4,41,1,1,0.0385913,0.0122287,0.0263626,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,114,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10134.4615599149,0.0714933239250968,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000652810694719538,0,0,3,21,0,24,57,3,21,0,1,0.020249,0.0122287,0.0080203,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,114,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10134.4615599149,0.0714933239250968,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000652810694719538,0,0,0,0,74,74,156,1,80,4,2,0.0885087,0.0078713,0.0806374,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,114,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10134.4615599149,0.0714933239250968,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000652810694719538,0,0,0,0,210,210,231,1,21,0,1,0.028694,0.0078713,0.0208227,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,114,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.4 8,10 10,10132.5405392019,1.99251403689595,0.000189553307949691,0.3,0,0.3,0.632455532033676,0,0,1,NaN,0.000652810694719538,0,0,0,0,0,0,0,0,0,0,1,0.0080052,0.0078713,0.0001339,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,115,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.5251428793,0.0767069666017051,3.59004271050542e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000673406816530075,0,0,3,21,19,43,97,4,41,1,1,0.0379133,0.0107205,0.0271928,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,115,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.5251428793,0.0767069666017051,3.59004271050542e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000673406816530075,0,0,3,21,0,24,57,3,21,0,1,0.0187143,0.0107205,0.0079938,299520,0,1,1
